                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                0.41766,                0.29253,                0.95552,                0.99589,                0.98562,                0.99416,                0.92519,                0.36654,                0.27951,                0.73274,             0.00033936,             0.00033936,             0.00033936
                     55,                0.42339,                0.29248,                0.95596,                0.99925,                0.98562,                0.99431,                0.91958,                0.35683,                0.27576,                 0.7298,              0.0003323,              0.0003323,              0.0003323
                     56,                0.41858,                0.29359,                0.95468,                0.99968,                0.98023,                0.99454,                 0.9295,                 0.3566,                0.27501,                0.72538,             0.00032523,             0.00032523,             0.00032523
                     57,                0.41131,                0.28716,                0.95132,                0.99635,                0.98613,                0.99443,                0.92315,                0.34865,                0.27565,                0.72274,             0.00031816,             0.00031816,             0.00031816
                     58,                0.40676,                0.28737,                0.95295,                 0.9997,                0.98562,                0.99447,                0.93379,                0.34397,                0.26546,                0.72618,             0.00031109,             0.00031109,             0.00031109
                     59,                0.40311,                0.28569,                0.94832,                0.99891,                0.98562,                0.99457,                0.92588,                0.34411,                0.26495,                0.72021,             0.00030402,             0.00030402,             0.00030402
                     60,                0.39853,                0.28138,                0.94751,                0.99928,                0.98562,                0.99418,                 0.9316,                0.33766,                0.26485,                0.71887,             0.00029695,             0.00029695,             0.00029695
                     61,                0.40048,                0.28313,                0.95007,                0.99896,                0.97923,                0.99417,                0.93032,                0.34143,                0.26359,                 0.7178,             0.00028988,             0.00028988,             0.00028988
                     62,                0.39299,                0.27856,                0.94091,                0.99575,                0.98562,                0.99424,                 0.9406,                0.33241,                0.25781,                 0.7134,             0.00028282,             0.00028282,             0.00028282
                     63,                0.39744,                0.27774,                0.94926,                0.99874,                0.98243,                0.99418,                0.92912,                0.33261,                0.26508,                0.71105,             0.00027575,             0.00027575,             0.00027575
                     64,                0.39646,                0.27941,                0.94285,                0.99577,                0.98562,                0.99427,                0.93223,                0.33812,                0.25964,                0.71432,             0.00026868,             0.00026868,             0.00026868
                     65,                0.38906,                0.27701,                0.94039,                0.99902,                0.98562,                 0.9942,                 0.9379,                0.32264,                0.26118,                0.70899,             0.00026161,             0.00026161,             0.00026161
                     66,                0.37737,                0.27147,                0.93727,                0.99886,                0.98562,                0.99416,                  0.936,                0.31354,                0.24106,                0.70846,             0.00025454,             0.00025454,             0.00025454
                     67,                0.38671,                0.27555,                0.93625,                0.99963,                0.98037,                 0.9942,                0.92663,                  0.326,                0.25807,                0.70784,             0.00024747,             0.00024747,             0.00024747
                     68,                0.37403,                0.26787,                0.93769,                0.99201,                0.98562,                0.99418,                0.93948,                0.32434,                0.25692,                0.70593,              0.0002404,              0.0002404,              0.0002404
                     69,                0.37056,                0.26339,                0.93743,                0.99601,                0.98562,                0.99433,                0.93697,                0.32034,                 0.2423,                0.70309,             0.00023334,             0.00023334,             0.00023334
                     70,                0.36921,                0.26587,                0.93089,                0.98301,                0.97444,                0.99291,                0.93202,                0.31259,                0.24535,                0.69921,             0.00022627,             0.00022627,             0.00022627
                     71,                0.37522,                0.26813,                0.93059,                0.99628,                0.98658,                0.99397,                0.93769,                 0.3191,                0.24207,                0.70087,              0.0002192,              0.0002192,              0.0002192
                     72,                0.37159,                0.26384,                0.93395,                  0.999,                0.98562,                0.99446,                0.93464,                0.31377,                0.24545,                0.70016,             0.00021213,             0.00021213,             0.00021213
                     73,                0.35745,                0.26015,                0.92962,                0.99846,                0.98243,                0.99398,                0.93898,                0.30554,                0.24261,                0.70072,             0.00020506,             0.00020506,             0.00020506
                     74,                0.36385,                0.26449,                0.92873,                0.99635,                0.98243,                0.99416,                0.94182,                0.30644,                0.23467,                0.69769,             0.00019799,             0.00019799,             0.00019799
                     75,                0.35146,                0.25582,                0.92406,                 0.9996,                0.98057,                0.99404,                 0.9413,                0.29825,                0.23726,                0.69362,             0.00019092,             0.00019092,             0.00019092
                     76,                 0.3512,                0.25806,                0.92653,                0.99594,                0.98562,                 0.9942,                0.93967,                0.30208,                 0.2373,                0.69499,             0.00018385,             0.00018385,             0.00018385
                     77,                0.35221,                0.25417,                0.92565,                 0.9898,                0.97387,                0.99324,                0.94107,                0.30609,                0.23793,                0.69825,             0.00017679,             0.00017679,             0.00017679
                     78,                0.34576,                0.25329,                0.92523,                0.98678,                0.98257,                0.99375,                 0.9403,                0.29273,                0.23163,                0.69203,             0.00016972,             0.00016972,             0.00016972
                     79,                0.34883,                0.25368,                0.92575,                0.98987,                0.98562,                 0.9941,                0.94725,                0.28925,                0.22647,                0.69087,             0.00016265,             0.00016265,             0.00016265
                     80,                0.34513,                0.25102,                0.92821,                0.99742,                0.98562,                0.99398,                0.94145,                 0.2992,                0.22979,                0.69522,             0.00015558,             0.00015558,             0.00015558
                     81,                0.34793,                 0.2523,                0.92031,                0.99879,                0.98562,                0.99398,                0.93826,                0.29839,                0.23046,                 0.6919,             0.00014851,             0.00014851,             0.00014851
                     82,                0.33927,                0.24905,                 0.9215,                0.98986,                0.98018,                0.99378,                0.94411,                 0.2889,                0.22563,                0.69083,             0.00014144,             0.00014144,             0.00014144
                     83,                0.33557,                0.24473,                0.91715,                0.99759,                0.98562,                  0.994,                0.94215,                 0.2902,                0.22136,                0.68921,             0.00013437,             0.00013437,             0.00013437
                     84,                0.32933,                0.24488,                0.91772,                0.98801,                0.98562,                0.99376,                 0.9498,                0.28485,                0.22419,                0.68769,             0.00012731,             0.00012731,             0.00012731
                     85,                0.33099,                0.24351,                0.91614,                0.99845,                0.98083,                0.99422,                0.94501,                0.28652,                0.22214,                0.68878,             0.00012024,             0.00012024,             0.00012024
                     86,                0.32803,                0.24341,                 0.9184,                0.99842,                0.98083,                0.99422,                0.94548,                0.28092,                0.22484,                0.68549,             0.00011317,             0.00011317,             0.00011317
                     87,                0.32586,                0.24086,                0.91707,                0.97455,                0.98562,                0.99164,                0.94808,                0.28118,                0.22342,                0.68565,              0.0001061,              0.0001061,              0.0001061
                     88,                0.32053,                0.23758,                0.91567,                0.97991,                0.98562,                0.99181,                0.95065,                 0.2737,                0.21874,                0.68319,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.32039,                0.23774,                 0.9118,                0.99902,                0.98562,                0.99423,                0.94797,                0.27271,                0.21395,                0.68156,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.32355,                0.24072,                0.91303,                0.98957,                0.98562,                0.99402,                0.94945,                0.27623,                0.22173,                0.68274,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                 0.2948,                0.22719,                0.86189,                0.98004,                0.98562,                 0.9934,                0.94771,                 0.2759,                0.21584,                0.67342,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.28067,                0.21811,                0.85994,                0.99868,                0.98562,                0.99405,                0.94853,                0.27086,                0.21698,                0.67012,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.26776,                0.21033,                0.85309,                0.98988,                0.98562,                0.99382,                0.95321,                0.26373,                0.21363,                0.66874,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.26275,                  0.208,                0.85395,                0.99878,                0.98562,                0.99434,                 0.9496,                0.25642,                0.20347,                0.66648,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.26408,                0.20747,                0.85468,                0.98001,                0.98562,                0.99233,                0.95415,                0.25257,                0.20164,                0.66522,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.25571,                0.20141,                0.84523,                0.99914,                0.98562,                0.99433,                0.95786,                0.25072,                0.20267,                0.66535,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.25186,                0.20044,                0.85039,                0.98961,                0.98562,                0.99401,                0.95448,                0.25157,                0.20397,                0.66548,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.25751,                0.19949,                0.85455,                0.98884,                0.98562,                0.99316,                 0.9551,                0.24998,                0.19989,                0.66421,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.24705,                0.19966,                0.84633,                0.98908,                0.98562,                0.99289,                0.95679,                0.24573,                0.19745,                0.66321,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.24627,                 0.1962,                0.84381,                0.97991,                0.98562,                0.99292,                0.95553,                0.24619,                0.19834,                0.66353,             1.4209e-05,             1.4209e-05,             1.4209e-05
