                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.69296,                0.44802,                  1.132,                 0.9851,                0.97647,                0.99241,                0.83751,                0.54645,                0.47206,                0.85007,             0.00060797,             0.00060797,             0.00060797
                     17,                0.69388,                0.44687,                 1.1274,                0.97743,                0.97318,                0.99274,                0.79087,                0.69552,                0.51345,                0.92496,              0.0006009,              0.0006009,              0.0006009
                     18,                0.66417,                0.43133,                 1.1122,                0.97942,                0.98579,                0.99389,                0.83358,                0.66878,                0.45261,                0.97721,             0.00059383,             0.00059383,             0.00059383
                     19,                0.63474,                0.41422,                 1.0897,                 0.9947,                0.97604,                0.99369,                0.84106,                0.56331,                0.46994,                0.87431,             0.00058677,             0.00058677,             0.00058677
                     20,                0.62415,                0.40529,                 1.0842,                0.99574,                0.98243,                0.99373,                0.85508,                0.52762,                   0.42,                0.86006,              0.0005797,              0.0005797,              0.0005797
                     21,                0.62729,                0.41004,                 1.0859,                0.97908,                0.98882,                0.99359,                0.85153,                0.56217,                0.48055,                0.88174,             0.00057263,             0.00057263,             0.00057263
                     22,                0.61268,                0.40057,                 1.0727,                0.99579,                0.97923,                0.99399,                0.85949,                0.54777,                0.43322,                0.87216,             0.00056556,             0.00056556,             0.00056556
                     23,                 0.6279,                0.40346,                 1.0903,                      1,                  0.975,                0.99344,                0.86644,                0.53561,                0.47576,                0.84473,             0.00055849,             0.00055849,             0.00055849
                     24,                0.58821,                0.38791,                 1.0553,                0.98994,                0.98606,                0.99386,                0.87277,                0.53227,                0.40561,                0.88164,             0.00055142,             0.00055142,             0.00055142
                     25,                 0.5756,                0.37988,                 1.0589,                0.99614,                0.97923,                0.99368,                0.86337,                0.51847,                0.38929,                0.84232,             0.00054435,             0.00054435,             0.00054435
                     26,                0.57825,                 0.3795,                 1.0465,                0.99609,                0.98035,                0.99393,                0.87222,                0.51783,                0.44019,                0.83544,             0.00053728,             0.00053728,             0.00053728
                     27,                0.56621,                0.37279,                 1.0402,                0.99593,                0.98243,                0.99408,                0.88145,                0.50427,                0.38298,                0.83747,             0.00053022,             0.00053022,             0.00053022
                     28,                0.55096,                0.36699,                 1.0333,                0.99628,                  0.984,                 0.9935,                0.87806,                0.51655,                0.38481,                0.82207,             0.00052315,             0.00052315,             0.00052315
                     29,                0.55337,                0.36402,                 1.0337,                0.99628,                0.98243,                0.99388,                0.87127,                0.52568,                 0.3674,                0.84408,             0.00051608,             0.00051608,             0.00051608
                     30,                0.54308,                0.35823,                 1.0286,                0.98957,                0.98562,                0.99416,                0.88011,                0.50744,                0.37229,                0.82762,             0.00050901,             0.00050901,             0.00050901
                     31,                0.53781,                0.35775,                 1.0224,                0.98989,                0.98562,                 0.9941,                0.90126,                0.47649,                 0.3651,                0.81758,             0.00050194,             0.00050194,             0.00050194
                     32,                0.52092,                0.34988,                 1.0194,                0.99834,                0.98243,                 0.9941,                0.87556,                0.49887,                0.36117,                0.83834,             0.00049487,             0.00049487,             0.00049487
                     33,                0.51069,                0.34781,                 1.0108,                0.99645,                 0.9836,                0.99442,                0.89552,                0.47573,                0.35542,                0.79822,              0.0004878,              0.0004878,              0.0004878
                     34,                0.51259,                0.34553,                 1.0135,                0.99622,                0.98243,                0.99409,                0.90603,                0.45264,                 0.3296,                0.80198,             0.00048074,             0.00048074,             0.00048074
                     35,                0.50363,                0.33864,                 1.0082,                0.99624,                0.98389,                0.99346,                 0.9029,                0.49127,                0.35728,                0.80735,             0.00047367,             0.00047367,             0.00047367
                     36,                0.50725,                0.33882,                 1.0023,                0.98943,                0.98562,                0.99399,                0.89603,                0.44804,                0.34836,                0.78695,              0.0004666,              0.0004666,              0.0004666
                     37,                0.49514,                0.33559,                0.99933,                0.99643,                0.98358,                0.99405,                0.90076,                0.48018,                0.36569,                0.81367,             0.00045953,             0.00045953,             0.00045953
                     38,                  0.488,                0.33347,                0.99841,                0.99562,                0.98243,                0.99407,                 0.9084,                 0.4278,                0.32737,                0.77849,             0.00045246,             0.00045246,             0.00045246
                     39,                0.50315,                0.33576,                0.99629,                 0.9961,                0.98243,                0.99413,                0.91318,                0.42462,                0.30653,                0.77128,             0.00044539,             0.00044539,             0.00044539
                     40,                0.50094,                0.33449,                 1.0013,                0.99631,                 0.9838,                0.99424,                0.91269,                0.44238,                0.33115,                 0.7794,             0.00043832,             0.00043832,             0.00043832
                     41,                0.48582,                0.32909,                0.99091,                0.99619,                0.98243,                0.99418,                0.90982,                0.43269,                 0.3317,                0.76663,             0.00043126,             0.00043126,             0.00043126
                     42,                0.46477,                0.31828,                0.98028,                0.99627,                0.98243,                0.99409,                0.90772,                0.43204,                0.32344,                 0.7801,             0.00042419,             0.00042419,             0.00042419
                     43,                0.45948,                0.31629,                0.97708,                0.99978,                0.97705,                0.99398,                0.91968,                0.41749,                0.32313,                0.77305,             0.00041712,             0.00041712,             0.00041712
                     44,                0.46683,                0.31753,                0.98175,                0.99629,                0.98388,                0.99422,                0.91363,                 0.4414,                0.33817,                0.78666,             0.00041005,             0.00041005,             0.00041005
                     45,                0.46214,                0.31588,                 0.9775,                0.99645,                0.98361,                0.99425,                  0.914,                0.40451,                0.29123,                0.76424,             0.00040298,             0.00040298,             0.00040298
                     46,                0.45549,                0.31212,                0.97112,                0.98996,                0.98569,                0.99425,                0.91867,                0.40923,                0.30312,                0.75689,             0.00039591,             0.00039591,             0.00039591
                     47,                0.45653,                  0.314,                0.97182,                0.99633,                 0.9839,                0.99408,                0.91957,                0.38602,                0.30764,                0.74544,             0.00038884,             0.00038884,             0.00038884
                     48,                0.44019,                0.30475,                0.96596,                0.99635,                0.98381,                0.99407,                0.91352,                0.42848,                0.31611,                0.77063,             0.00038178,             0.00038178,             0.00038178
                     49,                0.45174,                0.30844,                0.97332,                0.99893,                0.98243,                0.99424,                0.92704,                0.38987,                0.28696,                0.75277,             0.00037471,             0.00037471,             0.00037471
                     50,                0.44014,                0.30401,                0.96649,                0.99972,                0.97751,                0.99427,                0.92133,                0.41123,                0.28954,                0.76121,             0.00036764,             0.00036764,             0.00036764
                     51,                0.43031,                0.29753,                 0.9668,                 0.9963,                0.98387,                0.99421,                0.92105,                0.40079,                0.29807,                0.75546,             0.00036057,             0.00036057,             0.00036057
                     52,                0.42253,                0.29065,                0.95323,                0.99974,                0.97731,                0.99411,                0.91748,                0.39475,                0.27834,                0.74658,              0.0003535,              0.0003535,              0.0003535
                     53,                0.43296,                 0.2948,                0.96286,                0.99968,                0.97743,                 0.9941,                 0.9209,                0.38819,                0.28183,                0.74077,             0.00034643,             0.00034643,             0.00034643
                     54,                  0.425,                0.29497,                0.95901,                0.99968,                0.97762,                0.99416,                0.92604,                0.37159,                0.28393,                0.73882,             0.00033936,             0.00033936,             0.00033936
                     55,                0.41323,                0.28888,                0.95259,                0.98958,                0.98562,                0.99397,                0.92312,                0.38183,                0.28383,                0.73582,              0.0003323,              0.0003323,              0.0003323
                     56,                0.41686,                0.28915,                0.95518,                0.99174,                0.98562,                0.99408,                0.92897,                 0.3738,                0.27522,                0.74096,             0.00032523,             0.00032523,             0.00032523
                     57,                0.40612,                0.28581,                0.95162,                0.99871,                0.98562,                0.99412,                0.92763,                 0.3709,                0.28634,                0.73408,             0.00031816,             0.00031816,             0.00031816
                     58,                  0.405,                0.28124,                0.95396,                0.99629,                0.98385,                0.99442,                 0.9279,                0.36585,                0.26882,                0.73278,             0.00031109,             0.00031109,             0.00031109
                     59,                 0.3983,                0.28183,                0.94682,                0.99639,                0.98358,                0.99427,                0.92994,                0.36971,                0.26859,                 0.7318,             0.00030402,             0.00030402,             0.00030402
                     60,                0.40216,                 0.2803,                0.94526,                0.99639,                0.98369,                0.99406,                 0.9277,                0.37298,                0.26823,                 0.7411,             0.00029695,             0.00029695,             0.00029695
                     61,                0.39381,                0.27724,                0.94401,                0.99969,                0.98394,                0.99434,                0.93624,                0.35531,                0.26559,                0.73028,             0.00028988,             0.00028988,             0.00028988
                     62,                0.39447,                0.27829,                0.94035,                0.99641,                0.98289,                0.99447,                0.92918,                0.35453,                0.27273,                0.72708,             0.00028282,             0.00028282,             0.00028282
                     63,                0.38617,                0.27352,                 0.9419,                 0.9962,                0.98562,                0.99422,                0.93114,                0.35728,                0.25733,                0.73042,             0.00027575,             0.00027575,             0.00027575
                     64,                0.38301,                0.27075,                0.93921,                 0.9942,                0.98562,                0.99435,                0.93568,                0.35804,                0.26096,                0.73216,             0.00026868,             0.00026868,             0.00026868
                     65,                 0.3819,                0.27102,                0.93902,                 0.9963,                0.98385,                0.99428,                0.93648,                0.34935,                0.26125,                0.72197,             0.00026161,             0.00026161,             0.00026161
                     66,                0.37854,                0.27169,                0.93728,                0.99633,                0.98388,                0.99426,                 0.9359,                0.33072,                0.25551,                0.71798,             0.00025454,             0.00025454,             0.00025454
                     67,                0.38522,                0.27323,                0.93796,                0.99595,                0.98562,                0.99428,                0.93371,                0.36013,                0.26638,                0.72875,             0.00024747,             0.00024747,             0.00024747
                     68,                0.37368,                0.26641,                0.93452,                0.99882,                0.98562,                0.99427,                0.93317,                0.34023,                0.26049,                0.71512,              0.0002404,              0.0002404,              0.0002404
                     69,                0.36643,                0.26066,                0.92995,                0.99598,                0.98562,                0.99416,                0.93676,                0.33918,                0.25483,                0.71332,             0.00023334,             0.00023334,             0.00023334
                     70,                 0.3643,                0.26231,                0.92821,                 0.9982,                0.98562,                0.99423,                0.93703,                0.32536,                0.25512,                0.70611,             0.00022627,             0.00022627,             0.00022627
                     71,                0.37109,                0.26646,                 0.9294,                 0.9963,                0.98393,                 0.9938,                0.93963,                  0.331,                0.25109,                0.71194,              0.0002192,              0.0002192,              0.0002192
                     72,                0.36509,                 0.2636,                0.93103,                0.99841,                0.98562,                0.99436,                0.93943,                0.33438,                0.25749,                0.71096,             0.00021213,             0.00021213,             0.00021213
                     73,                0.35563,                0.25629,                  0.929,                0.99853,                0.97923,                0.99408,                0.93857,                0.32162,                0.24712,                0.70424,             0.00020506,             0.00020506,             0.00020506
                     74,                0.36008,                0.25835,                0.92987,                0.99556,                0.98562,                0.99433,                 0.9456,                0.31345,                0.24916,                0.70408,             0.00019799,             0.00019799,             0.00019799
                     75,                0.34803,                0.25204,                0.92055,                0.99634,                0.98202,                0.99428,                0.94093,                0.32161,                 0.2571,                0.70719,             0.00019092,             0.00019092,             0.00019092
                     76,                0.35452,                 0.2549,                0.92753,                0.99624,                0.98621,                0.99387,                0.94112,                0.31439,                0.24929,                 0.7028,             0.00018385,             0.00018385,             0.00018385
                     77,                0.34923,                0.25231,                 0.9231,                0.99571,                0.98562,                0.99415,                0.94258,                0.31379,                0.25037,                0.70057,             0.00017679,             0.00017679,             0.00017679
                     78,                0.34183,                0.25064,                0.91869,                0.99599,                0.98562,                0.99445,                0.94341,                0.32082,                0.24844,                0.70447,             0.00016972,             0.00016972,             0.00016972
                     79,                0.34089,                0.24849,                0.91773,                0.99933,                0.98562,                 0.9943,                0.93709,                0.32215,                0.24733,                0.70297,             0.00016265,             0.00016265,             0.00016265
                     80,                0.34069,                 0.2508,                0.92494,                0.99631,                0.98363,                0.99416,                0.94139,                0.31889,                0.25587,                0.70474,             0.00015558,             0.00015558,             0.00015558
                     81,                0.33878,                0.24705,                0.91862,                0.99966,                0.98358,                0.99425,                 0.9433,                0.31361,                0.24383,                0.70094,             0.00014851,             0.00014851,             0.00014851
                     82,                0.33152,                0.24486,                0.92172,                0.99918,                0.98562,                0.99413,                0.94553,                0.29895,                0.24469,                0.69555,             0.00014144,             0.00014144,             0.00014144
                     83,                0.33098,                0.24291,                0.91501,                0.99558,                0.98562,                0.99413,                0.94858,                0.29765,                0.24526,                0.69422,             0.00013437,             0.00013437,             0.00013437
                     84,                0.32889,                 0.2429,                0.91792,                0.99591,                0.98562,                 0.9942,                 0.9518,                0.30211,                0.23923,                0.69645,             0.00012731,             0.00012731,             0.00012731
                     85,                0.33174,                0.24491,                0.91715,                0.99908,                0.98562,                 0.9943,                0.94966,                0.29936,                0.24438,                0.69388,             0.00012024,             0.00012024,             0.00012024
                     86,                0.32588,                0.23962,                0.91572,                  0.999,                0.98562,                 0.9943,                0.94515,                0.29884,                0.24701,                0.69377,             0.00011317,             0.00011317,             0.00011317
                     87,                0.32777,                0.23973,                0.91513,                0.99864,                0.98562,                0.99413,                0.94768,                 0.2948,                0.24164,                0.69367,              0.0001061,              0.0001061,              0.0001061
                     88,                0.32344,                0.23703,                0.91286,                0.99799,                0.98018,                0.99391,                0.94591,                0.29414,                0.24111,                0.69228,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.31258,                0.23469,                  0.909,                0.99653,                0.98562,                0.99404,                0.94992,                0.29782,                0.23823,                0.69267,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.31663,                 0.2375,                0.91222,                0.99708,                0.98562,                0.99397,                0.95174,                0.29573,                0.23852,                0.69234,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.29245,                 0.2252,                0.85618,                0.99846,                0.98562,                0.99403,                0.94981,                0.29022,                0.23823,                0.68583,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.27648,                 0.2138,                0.85468,                0.99861,                0.98562,                0.99409,                 0.9523,                0.28427,                0.24597,                0.68198,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.26613,                0.20682,                0.85391,                 0.9981,                0.98562,                0.99415,                0.95727,                0.27453,                0.23508,                0.67637,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.25977,                0.20538,                0.85244,                0.99744,                0.98562,                0.99419,                0.95718,                0.27139,                0.23186,                0.67456,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.25965,                0.20571,                0.85466,                0.99762,                0.98562,                0.99412,                0.95976,                0.26977,                0.23276,                0.67394,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.25439,                0.20027,                0.84633,                 0.9972,                0.98562,                0.99416,                0.96248,                0.26629,                0.23444,                0.67288,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.24867,                0.19689,                 0.8504,                0.99714,                0.98562,                0.99422,                0.96036,                0.26556,                0.23254,                0.67317,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.25226,                0.19816,                0.85182,                0.99739,                0.98562,                0.99415,                0.95968,                0.26184,                0.23017,                0.67046,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                 0.2453,                0.19625,                0.84775,                0.99751,                0.98562,                0.99415,                0.95842,                0.25988,                0.23343,                0.67009,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.24559,                0.19541,                0.84431,                0.99754,                0.98562,                0.99428,                0.95998,                 0.2569,                0.22947,                0.66909,             1.4209e-05,             1.4209e-05,             1.4209e-05
