                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                0.33651,                0.23382,                0.90225,                0.99951,                0.98704,                0.99464,                 0.9411,                0.28659,                 0.2097,                0.69966,             0.00050194,             0.00050194,             0.00050194
                     32,                0.32409,                0.22622,                0.89733,                0.99964,                0.98688,                0.99443,                0.95303,                0.25369,                 0.1938,                0.67998,             0.00049487,             0.00049487,             0.00049487
                     33,                0.31841,                0.22482,                0.89834,                0.99958,                0.98647,                0.99431,                0.95288,                0.26512,                0.18903,                0.68488,              0.0004878,              0.0004878,              0.0004878
                     34,                0.31904,                0.22364,                0.89921,                0.99902,                0.98699,                0.99432,                0.94753,                0.26512,                 0.1851,                0.68766,             0.00048074,             0.00048074,             0.00048074
                     35,                0.31238,                0.21989,                0.89272,                0.99939,                0.98562,                0.99434,                0.95928,                0.24586,                0.18145,                0.67783,             0.00047367,             0.00047367,             0.00047367
                     36,                0.30634,                0.21711,                0.89332,                0.99955,                0.98696,                0.99443,                 0.9519,                 0.2697,                0.19209,                0.68785,              0.0004666,              0.0004666,              0.0004666
                     37,                0.30589,                0.21591,                0.89189,                0.99942,                0.98562,                0.99429,                0.96532,                0.25209,                0.18974,                0.68063,             0.00045953,             0.00045953,             0.00045953
                     38,                 0.2947,                0.21353,                0.89047,                0.99923,                0.98562,                0.99427,                0.96291,                0.23994,                0.18211,                0.67185,             0.00045246,             0.00045246,             0.00045246
                     39,                 0.3038,                0.21488,                0.89166,                0.99942,                0.98562,                 0.9947,                0.96663,                0.24321,                0.18463,                0.67765,             0.00044539,             0.00044539,             0.00044539
                     40,                0.29939,                0.21293,                0.88933,                0.99961,                0.98562,                0.99445,                0.95702,                0.24461,                0.18634,                0.68345,             0.00043832,             0.00043832,             0.00043832
                     41,                0.28841,                0.20655,                0.88507,                0.99957,                  0.987,                0.99452,                0.97012,                0.23819,                0.17978,                  0.671,             0.00043126,             0.00043126,             0.00043126
                     42,                0.28355,                0.20391,                0.88154,                0.99957,                0.98562,                0.99427,                0.97145,                0.23139,                0.16874,                0.67189,             0.00042419,             0.00042419,             0.00042419
                     43,                0.29134,                0.20908,                0.88461,                0.99926,                0.98562,                0.99445,                0.96904,                0.22865,                0.17692,                 0.6709,             0.00041712,             0.00041712,             0.00041712
                     44,                0.28346,                0.20595,                0.88365,                0.99959,                0.98562,                0.99428,                 0.9672,                0.22646,                0.17227,                0.66749,             0.00041005,             0.00041005,             0.00041005
                     45,                 0.2815,                0.20505,                0.88327,                 0.9995,                0.98562,                0.99441,                 0.9662,                0.22249,                0.17533,                0.67013,             0.00040298,             0.00040298,             0.00040298
                     46,                0.27244,                0.19849,                0.87446,                0.99946,                0.98562,                0.99463,                0.97171,                0.21837,                0.17204,                0.66735,             0.00039591,             0.00039591,             0.00039591
                     47,                0.27145,                0.19828,                0.87893,                 0.9996,                0.98692,                0.99449,                 0.9705,                0.22654,                0.16952,                0.66785,             0.00038884,             0.00038884,             0.00038884
                     48,                0.27028,                0.19827,                 0.8793,                0.99952,                0.98562,                0.99436,                0.97027,                0.21737,                0.15526,                0.66396,             0.00038178,             0.00038178,             0.00038178
                     49,                0.27202,                0.19754,                0.87982,                0.99956,                0.98562,                0.99458,                0.97446,                0.21256,                0.16183,                0.66164,             0.00037471,             0.00037471,             0.00037471
                     50,                0.26337,                0.19385,                0.87621,                0.99957,                0.98562,                0.99443,                0.96585,                0.22291,                0.16972,                  0.667,             0.00036764,             0.00036764,             0.00036764
                     51,                0.26223,                0.19107,                0.87692,                0.99954,                0.98562,                0.99431,                0.97337,                0.20869,                0.15708,                0.66225,             0.00036057,             0.00036057,             0.00036057
                     52,                0.26461,                0.19268,                0.87705,                0.99979,                0.98562,                0.99432,                0.97418,                 0.2133,                0.15589,                0.66128,              0.0003535,              0.0003535,              0.0003535
                     53,                0.26626,                 0.1949,                0.87943,                0.99937,                0.98562,                0.99441,                0.97641,                0.20672,                0.15757,                0.65769,             0.00034643,             0.00034643,             0.00034643
                     54,                 0.2535,                0.19026,                0.87338,                0.99966,                0.98674,                0.99441,                0.97337,                0.20715,                0.15471,                0.66037,             0.00033936,             0.00033936,             0.00033936
                     55,                0.25623,                0.19101,                0.87203,                0.99954,                0.98698,                0.99434,                0.98023,                0.20437,                0.15813,                 0.6574,              0.0003323,              0.0003323,              0.0003323
                     56,                0.25127,                0.18676,                0.87458,                0.99945,                0.98703,                 0.9942,                0.97171,                0.20371,                0.15174,                0.65488,             0.00032523,             0.00032523,             0.00032523
                     57,                0.24937,                0.18472,                 0.8716,                0.99956,                0.98562,                0.99428,                0.97208,                0.21532,                0.15394,                0.65845,             0.00031816,             0.00031816,             0.00031816
                     58,                0.24468,                 0.1831,                0.87432,                0.99959,                0.98695,                0.99443,                0.97807,                0.21043,                 0.1525,                0.65717,             0.00031109,             0.00031109,             0.00031109
                     59,                0.24303,                0.18372,                0.87233,                0.99959,                0.98562,                0.99474,                0.97249,                 0.2091,                0.14996,                0.65595,             0.00030402,             0.00030402,             0.00030402
                     60,                0.24058,                0.18074,                0.86773,                0.99953,                0.98698,                0.99443,                0.97578,                0.19809,                0.14774,                0.65514,             0.00029695,             0.00029695,             0.00029695
                     61,                0.24056,                 0.1806,                0.86971,                0.99945,                  0.987,                0.99477,                0.97151,                0.20133,                0.15077,                0.65509,             0.00028988,             0.00028988,             0.00028988
                     62,                0.23791,                0.17953,                0.86487,                0.99942,                0.98562,                0.99437,                0.97366,                0.19497,                0.14855,                0.65461,             0.00028282,             0.00028282,             0.00028282
                     63,                 0.2363,                 0.1779,                0.86972,                0.99945,                0.98562,                0.99443,                0.97922,                0.19594,                0.14765,                0.65064,             0.00027575,             0.00027575,             0.00027575
                     64,                0.23752,                0.17949,                0.86759,                0.99948,                  0.987,                 0.9945,                0.97605,                0.19501,                 0.1456,                0.65097,             0.00026868,             0.00026868,             0.00026868
                     65,                0.23101,                0.17529,                0.86611,                0.99952,                0.98562,                0.99461,                0.97437,                0.19373,                0.14626,                0.65328,             0.00026161,             0.00026161,             0.00026161
                     66,                0.22975,                0.17468,                0.86516,                0.99954,                0.98562,                 0.9946,                0.98003,                0.18569,                0.14191,                0.64904,             0.00025454,             0.00025454,             0.00025454
                     67,                0.23136,                0.17404,                0.86632,                0.99949,                0.98562,                 0.9945,                0.98282,                0.18976,                 0.1432,                0.65116,             0.00024747,             0.00024747,             0.00024747
                     68,                0.22683,                0.17226,                0.86583,                0.99952,                0.98562,                0.99438,                0.98318,                0.18323,                 0.1388,                 0.6479,              0.0002404,              0.0002404,              0.0002404
                     69,                0.22446,                0.17062,                0.86306,                0.99955,                0.98562,                0.99477,                0.98604,                0.18394,                 0.1412,                0.64835,             0.00023334,             0.00023334,             0.00023334
                     70,                0.22632,                0.17243,                0.86386,                0.99946,                0.98703,                0.99439,                0.98525,                0.18251,                0.13879,                0.64928,             0.00022627,             0.00022627,             0.00022627
                     71,                0.22146,                 0.1695,                0.85795,                0.99951,                0.98562,                0.99438,                0.98417,                0.17526,                0.13777,                0.64643,              0.0002192,              0.0002192,              0.0002192
                     72,                0.22302,                0.17136,                0.86629,                0.99936,                0.98562,                0.99458,                0.98242,                0.17717,                0.14159,                0.64772,             0.00021213,             0.00021213,             0.00021213
                     73,                0.22058,                0.16979,                0.86241,                0.99954,                0.98562,                 0.9945,                0.98369,                0.18076,                0.14072,                0.64657,             0.00020506,             0.00020506,             0.00020506
                     74,                0.21976,                0.17115,                0.86071,                0.99904,                0.98562,                0.99435,                0.98424,                0.17775,                0.14157,                0.64465,             0.00019799,             0.00019799,             0.00019799
                     75,                0.21408,                0.16677,                0.85767,                0.99935,                0.98562,                 0.9943,                0.98273,                0.18159,                0.14407,                0.64713,             0.00019092,             0.00019092,             0.00019092
                     76,                0.20884,                 0.1628,                0.86078,                0.99934,                0.98562,                0.99446,                  0.984,                0.17738,                0.13812,                0.64399,             0.00018385,             0.00018385,             0.00018385
                     77,                0.21714,                0.16564,                0.86323,                0.99972,                0.98562,                0.99436,                0.98296,                0.17653,                0.13757,                 0.6444,             0.00017679,             0.00017679,             0.00017679
                     78,                0.20715,                0.16171,                0.86115,                0.99953,                0.98678,                 0.9943,                0.98655,                0.17642,                0.13491,                0.64398,             0.00016972,             0.00016972,             0.00016972
                     79,                0.21173,                0.16461,                0.86126,                0.99925,                0.98562,                0.99441,                0.98509,                0.17589,                0.13663,                0.64571,             0.00016265,             0.00016265,             0.00016265
                     80,                0.21051,                0.16345,                0.86318,                0.99926,                0.98562,                0.99437,                0.98538,                0.17339,                0.13798,                0.64509,             0.00015558,             0.00015558,             0.00015558
                     81,                0.20782,                0.16231,                0.85767,                0.99947,                0.98562,                 0.9942,                0.98912,                 0.1696,                0.13808,                0.64271,             0.00014851,             0.00014851,             0.00014851
                     82,                0.20224,                0.15965,                0.86204,                0.99921,                0.98562,                0.99445,                0.98606,                0.16898,                0.13504,                0.64246,             0.00014144,             0.00014144,             0.00014144
                     83,                0.20051,                0.15599,                0.85656,                  0.999,                0.98562,                0.99409,                 0.9868,                0.17224,                 0.1355,                0.64265,             0.00013437,             0.00013437,             0.00013437
                     84,                0.19492,                0.15472,                0.85431,                0.99922,                0.98562,                0.99408,                0.98651,                0.16896,                  0.137,                0.64089,             0.00012731,             0.00012731,             0.00012731
                     85,                0.20086,                0.15647,                0.85694,                0.99959,                0.98562,                0.99449,                0.98523,                0.16718,                0.13142,                0.64004,             0.00012024,             0.00012024,             0.00012024
                     86,                0.20054,                0.15573,                0.85875,                0.99957,                0.98562,                0.99434,                0.98629,                0.16674,                0.13404,                0.63976,             0.00011317,             0.00011317,             0.00011317
                     87,                0.19485,                0.15163,                0.85709,                0.99965,                0.98562,                0.99441,                0.98606,                0.16877,                0.13199,                0.63994,              0.0001061,              0.0001061,              0.0001061
                     88,                0.19362,                0.15198,                0.85551,                0.99927,                0.98562,                0.99408,                0.98351,                0.16699,                0.13312,                0.63901,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                 0.1911,                0.14976,                0.85655,                0.99969,                0.98562,                0.99436,                0.98107,                0.16743,                0.13181,                0.64001,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.19417,                0.15299,                 0.8559,                0.99955,                0.98562,                 0.9942,                0.98417,                0.16551,                0.13103,                0.63898,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.19859,                0.15174,                0.83824,                0.99968,                0.97104,                0.99409,                0.98831,                0.15653,                0.13016,                0.63708,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.17756,                 0.1415,                0.83291,                0.99934,                0.98562,                0.99445,                0.98535,                0.15127,                0.12744,                0.63509,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.16785,                0.13619,                0.82795,                0.99933,                0.98562,                0.99447,                0.98578,                0.14421,                0.12359,                0.63284,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.16763,                0.13646,                0.83212,                0.99969,                  0.971,                0.99406,                 0.9894,                0.14209,                0.12465,                0.63229,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.16818,                0.13721,                0.83141,                0.99969,                0.97093,                 0.9941,                0.98724,                0.14146,                0.12172,                0.63264,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.16255,                0.13317,                0.82032,                 0.9988,                0.98562,                0.99414,                0.98678,                0.14067,                  0.122,                0.63227,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.15835,                0.13229,                0.82658,                0.99891,                0.98562,                0.99416,                0.98709,                0.13998,                0.12085,                0.63206,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.15952,                0.13272,                0.82615,                0.99897,                0.98562,                0.99418,                0.98731,                0.13805,                 0.1205,                0.63141,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                 0.1536,                0.12996,                0.82556,                0.99908,                0.98562,                0.99422,                0.98744,                0.13706,                0.11914,                0.63097,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.15312,                0.12883,                0.82244,                0.99884,                0.98562,                 0.9942,                0.98697,                0.13645,                0.11784,                0.63096,             1.4209e-05,             1.4209e-05,             1.4209e-05
