                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 0.6447,                0.41816,                 1.1236,                0.97673,                0.97085,                0.99143,                0.82339,                0.62377,                0.50298,                 0.9048,             0.00019799,             0.00019799,             0.00019799
                     75,                0.61688,                0.39501,                 1.1132,                0.97294,                0.97041,                0.99035,                0.83041,                0.61584,                0.57019,                0.91625,             0.00019092,             0.00019092,             0.00019092
                     76,                0.62828,                 0.4125,                  1.117,                0.94464,                0.98403,                0.99025,                0.83356,                0.58268,                0.54255,                0.89608,             0.00018385,             0.00018385,             0.00018385
                     77,                0.61268,                0.40714,                 1.0929,                0.98533,                0.96166,                 0.9894,                0.82527,                0.60137,                0.48715,                0.89572,             0.00017679,             0.00017679,             0.00017679
                     78,                0.61052,                0.40612,                 1.1164,                0.97174,                0.96486,                0.98865,                0.83015,                0.58916,                0.52431,                0.89953,             0.00016972,             0.00016972,             0.00016972
                     79,                0.60263,                0.39936,                 1.0996,                0.95649,                0.97195,                0.98791,                  0.803,                 0.6498,                0.58185,                0.91085,             0.00016265,             0.00016265,             0.00016265
                     80,                0.59602,                0.39787,                 1.0993,                0.97936,                0.97389,                0.99195,                 0.8243,                0.57403,                0.51522,                0.89838,             0.00015558,             0.00015558,             0.00015558
                     81,                0.61552,                0.40851,                 1.1066,                0.96041,                0.96396,                0.98993,                0.84143,                0.58507,                0.52885,                0.92789,             0.00014851,             0.00014851,             0.00014851
                     82,                 0.5874,                0.38711,                 1.0829,                 0.9877,                0.96486,                0.99018,                0.83437,                0.55952,                0.46453,                0.89937,             0.00014144,             0.00014144,             0.00014144
                     83,                0.58035,                0.38918,                  1.089,                0.98641,                0.96265,                0.99079,                 0.8455,                0.52496,                0.43174,                0.89143,             0.00013437,             0.00013437,             0.00013437
                     84,                  0.574,                0.38626,                  1.084,                0.97743,                0.97334,                0.99236,                 0.8442,                0.56348,                0.51254,                0.89011,             0.00012731,             0.00012731,             0.00012731
                     85,                0.59169,                0.38932,                 1.0968,                0.97651,                0.97618,                 0.9919,                0.83017,                0.59433,                0.54473,                0.91237,             0.00012024,             0.00012024,             0.00012024
                     86,                0.57496,                0.38291,                 1.0859,                0.99331,                0.97441,                0.99255,                0.83691,                0.55101,                0.49719,                0.90531,             0.00011317,             0.00011317,             0.00011317
